time,traffic_light_id,state,phase,phase_duration,next_switch
475.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,485.0
475.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,485.0
475.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,485.0
480.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrrrr,1,5.0,485.0
480.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrGGGrrrrrrrrrrrrrrrrrrGGrrrr,3,6.0,485.0
480.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrrrr,1,5.0,485.0
480.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,485.0
480.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,485.0
485.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,510.0
485.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,510.0
485.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,510.0
485.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,510.0
485.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,510.0
490.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,510.0
490.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,510.0
490.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,510.0
490.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,510.0
490.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,510.0
495.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,510.0
495.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,510.0
495.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,510.0
495.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,510.0
495.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,510.0
500.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,510.0
500.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,510.0
500.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,510.0
500.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,510.0
500.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,510.0
505.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGggyyyyrrrr,2,3.0,510.0
505.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrG,6,18.0,510.0
505.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrGrGr,3,22.0,510.0
505.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,510.0
505.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,510.0
510.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,535.0
510.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,535.0
510.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,535.0
510.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,535.0
510.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,535.0
515.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,535.0
515.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,535.0
515.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,535.0
515.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,535.0
515.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,535.0
520.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,535.0
520.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,535.0
520.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,535.0
520.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,535.0
520.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,535.0
525.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,535.0
525.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,535.0
525.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,535.0
525.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,535.0
525.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,535.0
530.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGGGrrrrrrrr,3,6.0,535.0
530.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrrrrrrGGGGGGgGrrrrrrrrrrr,7,5.0,535.0
530.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrGGgGrrrrrrrr,4,5.0,535.0
530.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrrr,1,5.0,535.0
530.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggrrrr,1,5.0,535.0
535.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,560.0
535.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,560.0
535.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,560.0
535.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,560.0
535.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,560.0
540.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,560.0
540.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,560.0
540.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,560.0
540.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,560.0
540.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,560.0
545.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,560.0
545.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,560.0
545.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,560.0
545.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,560.0
545.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,560.0
550.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,560.0
550.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,560.0
550.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,560.0
550.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,560.0
550.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,560.0
555.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrGrGr,5,32.0,560.0
555.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrGGGr,10,18.0,560.0
555.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGGrGr,6,22.0,560.0
555.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGGrr,3,37.0,560.0
555.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrGrG,3,37.0,560.0
560.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,585.0
560.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,585.0
560.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,585.0
560.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,585.0
560.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,585.0
565.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,585.0
565.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,585.0
565.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,585.0
565.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,585.0
565.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,585.0
570.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,585.0
570.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,585.0
570.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,585.0
570.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,585.0
570.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,585.0
575.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,585.0
575.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,585.0
575.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,585.0
575.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,585.0
575.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,585.0
580.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,gGGGgrrrrrrrrrrrr,6,5.0,585.0
580.0,cluster_123241924_382443557_5344542568_5546892974_#3more,rrrrrrrggGgGrrrrrrrrrrrrrrrrrrr,11,5.0,585.0
580.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,rrrrrrrrrgGGGrrrr,7,5.0,585.0
580.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,rGrrr,4,5.0,585.0
580.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,rrrrgGGGGgrrrrrrrr,4,5.0,585.0
585.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,610.0
585.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,610.0
585.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,610.0
585.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,610.0
585.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,610.0
590.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,610.0
590.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,610.0
590.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,610.0
590.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,610.0
590.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,610.0
595.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,610.0
595.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,610.0
595.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,610.0
595.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,610.0
595.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,610.0
600.0,cluster_122855839_3663662942_3663662943_3663662944_#1more,rrrrrGGgggGGgrGrG,0,33.0,610.0
600.0,cluster_123241924_382443557_5344542568_5546892974_#3more,gGGGgggrrrrrrrrrrrrrGGGGGggGrrr,0,16.0,610.0
600.0,cluster_123281084_3663662939_3664674395_3664674397_#1more,gGGGgrrrrrrrrrGrG,0,22.0,610.0
600.0,cluster_123281085_12840608127_12840608130_12840608135_#1more,grrGG,0,37.0,610.0
600.0,cluster_123292026_3663224279_3663224280_3663662945_#1more,gGGgrrrrrrGGggGrGr,0,37.0,610.0
